ID,Construction_ID,Parameter_ID,Code_ID,Example_IDs,Source,Value,Comment
constr180-cparam8,constr180,cparam8,cparam8-c3,ex632,ch001gerdts1982[p. 195.],only R,"A passive construction involving the use of intransitive suffix on the transitive stem (that is verb root plus transitive suffix). The P argument is unmarked here, A introduced as oblique; cf. (2b) ‘The salmon was baked by the woman’. It is not totally clear if P is promoted to S in this construction, although raising diagnostics suggest that passive is personal rather than impersonal. p. 233. R/Ben arguments can passivize; SEE(101) , but Ts as other obliques apparently cannot ."
constr181-cparam8,constr181,cparam8,cparam8-c3,ex633,ch01taylor1997[83],only R,"The passive suffix –wa, A is optionally introduced by a instrumental prefix/proclitic? In ditransitives, R passivizes (see (25b)), passivization of T is less acceptable for basic ditransitives (Marked by a question mark)."
constr182-cparam8,constr182,cparam8,cparam8-c3,ex634,ch01taylor1997[83],only R,"The passive suffix –wa, A is optionally introduced by a instrumental prefix/proclitic? In ditransitives, R passivizes (see (25b)), passivization of T is less acceptable for basic ditransitives. Similarly in the applicative construction, Ben passivizes (26b), passivization of base object is less acceptable. NB and in causatives (27), clearly passivization is possible only for the causee, not for the base O. NB causatives show more clear asymmetries as compared to base ditransitives and applicatives."
constr183-cparam8,constr183,cparam8,cparam8-c4,ex635;ex693,neukom-patnaik-2003[288],only T,"Several passive constructions(in particular, with suffixes –ja and –he). A is expressed as an oblique, P can be promoted to subject or else retained (impersonal passive). In any case only T can be passivized (promoted to S, R can’t; cf. T-passivization in (109) ‘The girl was given a medal’. R cannot be promoted to subject of personal passive, but may be retained in the impersonal passive (see (115))."
constr184-cparam8,constr184,cparam8,cparam8-c4,ex694,ch01foris1998,only T,"Two types of prefixal passives (the more usual one derives historically from a directional element). Unlike ‘active’ forms, passives do not have (subject) agreement. A is normally omitted. From the monotransitive construction only T can be passivized; cf. (19) with T passivized and R expressed as a PP. Also in the inverse construction, only T can be passivized and R expressed as an oblique (see (20b)."
constr185-cparam8,constr185,cparam8,cparam8-c3,,,only R,"Two types of prefixal passives (the more usual one derives historically from a directional element). Unlike ‘active’ forms, passives do not have (subject) agreement. A is normally omitted. In a ditransitive construction only R can be passivized (p. 220-2), interestingly it holds both for both types of ditransitive construction (see examples of R-passivization under ditransitive animate construction)."
constr186-cparam8,constr186,cparam8,cparam8-c3,ex636,,only R,"Two types of prefixal passives (the more usual one derives historically from a directional element). Unlike ‘active’ forms, passives do not have (subject) agreement. A is normally omitted. In a ditransitive construction only R can be passivized. Interestingly, this holds also for the construction with animate T (which is otherwise rather indirective) here also R (not T) can be passivized; cf. an active construction (18a) and (18b) with R passivized. T can be passivized only from the monotransitive construction."
constr189-cparam8,constr189,cparam8,cparam8-c4,ex637;ex695,mawkanuli-na,only T,Verbal passive in –il-; only T can be passivized (in a personal passive construction). Inn impersonal passive construction object marking is retained (see under R-passivization).
constr190-cparam8,constr190,cparam8,cparam8-c1,ex638;ex696,ch001miyagawatsujioka2004,either T or R,"Japanese has a direct and the adversative passive. Both objects of a ditransitive verb can be passivized in a direct passive construction (adversative passive allows for passivization of non-arguments as well). Yet with respect to inchoative-causative alternation, another transitivity alternation, canonical ditransitives differ from caused motiion verbs w.r.t. which argument corresponds to the subject of the inchoative verb (see Other phenomena)."
constr191-cparam8,constr191,cparam8,cparam8-c3,ex639;ex697,ch001vitale1981[p. 131],only R,"The passive marker –w; P promoted to S, A introduced by the oblique preposition na. With ditransitives – both basic and derived – only R can be passivized. Cf. the grammatical (33b) with R passivized, and the ungrammatical *(33,c) with the T passivized. The same holds for derived ditransitives; with applicatives only the applied object/beneficiary can be passivized (cf. (32c)), with causatives, only the causee (cf. 165 (99a)).l"
constr192-cparam8,constr192,cparam8,cparam8-c4,,carlson-1994[406],only T,Unmarked passive by fronting the object. In the indirective construction only T can be passivized.
constr194-cparam8,constr194,cparam8,cparam8-c3,ex640,carlson-1994[406],only R,Unmarked passive by fronting the object. R can be passivized only from the secundative (shifted) construction (9); from the indirective one only T can be passivized.
constr196-cparam8,constr196,cparam8,cparam8-c4,,bhatia-1993[237],only T,The passive is formed periphrastically through a combination of the participial form of the main verb and the auxiliary jaa ‘go’ (a less common strategy is through a combination of the ithe bare stem/oblique infinitive and the auxiliary ‘be’) p. 234-5. Only T can be passivize; cf. the grammatical example of T passivization (709a; p. 236) with the ungrammatical example of R passivization (709c; p. 236
constr197-cparam8,constr197,cparam8,cparam8-c4,ex698,,only T,"Medipopassive prefix (”i-version”), which apart from the reflexive-midle function can be used as a sort of mediopassive. Apparently, only T can be promoted through the use of a mediopassive form."
constr201-cparam8,constr201,cparam8,cparam8-c3,ex641,,only R,"Passives through the use of the yak-prefix (which elsewhere performs a causative function). In the passive construction P triggers the absolutive agreement on the verb. In the basic ditransitive construction, only R passivizes; 677; (18b)"
constr202-cparam8,constr202,cparam8,cparam8-c3,ex642,,only R,"Passives through the use of the yak-prefix (which elsewhere performs a causative function). In the applicative construction (like in the basic ditransitive construction), only R passivizes (689; (34b). NB passives of applicatives must include an inverse marker (p. 690)."
constr203-cparam8,constr203,cparam8,cparam8-c4,ex643;ex700,bhatia-1993[237],only T,The passive is formed periphrastically through a combination of the participial form of the main verb and the auxiliary jaa ‘go’ (a less common strategy is through a combination of the ithe bare stem/oblique infinitive and the auxiliary ‘be’) p. 234-5. Only T can be passivize; cf. the grammatical example of T passivization (709a; p. 236) with the ungrammatical example of R passivization (709c; p. 236
constr204-cparam8,constr204,cparam8,cparam8-c2,ex644;ex701,atoyebi-2009,neither R nor T,"There is no real passive; the passive function is performed either by indefinite subject construction with the 1PL pronoun A used as an expletive pronoun, or by the resultative perfect TI, that functions as the “object resultative” (stative passive; Bamgbose (1966: 94) characterizes it as “perfective tense” ): cf. with monotransitives: lgi náà (ti) kán stich def perf break ‘The stick broke’ With GIVE neither T or R can be passivized in this way. NB maybe because it has a meaning of a concrete resultative: ‘was sent; was bought; was seen’ also impossible."
constr208-cparam8,constr208,cparam8,cparam8-c1,ex645,noonan-1992[151],either T or R,"No real passive, rather a topicalization. In this construction an object is fronted but the subject is not demoted and the verb retains subject agreement. Both R and T can be topicalized. If R is human and/or pronominal, then it must be resumed either by object AGR (in a double object construction; see (5); 151) or by the resumptive pronoun (in the dative construction; see (2); 150))."
constr209-cparam8,constr209,cparam8,cparam8-c1,ex646,noonan-1992[150],either T or R,"No real passive, rather a topicalization. In this construction an object is fronted but the subject is not demoted and the verb retains subject agreement. Both R and T can be topicalized. If R is human and/or pronominal, then it must be resumed either by object AGR (in a double object construction; see (5); 151) or by the resumptive pronoun (in the dative construction; see (2); 150))."
constr218-cparam8,constr218,cparam8,cparam8-c4,ex702,hewitt-1989[168],only T,There is a stative passive stativizing the transitive verb through the use of stative tense suffixes w+p’ (STAT.PRES) or –n (STAT.PAST). In this construction ergative agreement prefixes are lost (A may be expressed by the postpositional -la phrase). Only P/T arguments can be passivized.
constr219-cparam8,constr219,cparam8,cparam8-c4,ex703,derbyshire-1979[133],only T,"p. 62. ‘Pseudopassives’ (also reflexives and reciprocals) by “detransitivizing prefixes” e-, os-, ot-, etc. Apparently, only direct object (T/P) can be promoted (p. 141 ‘The children taught themselves/each other/were taught’.) p. 133. Alternatively, a stative passive can be formed by a combination of converbial markers ti-..-so from transitive verbs: ex. (297a) ‘The parrot can be eaten’."
constr220-cparam8,constr220,cparam8,cparam8-c4,,derbyshire-1979[133],only T,"p. 62. ‘Pseudopassives’ (also reflexives and reciprocals) by “detransitivizing prefixes” e-, os-, ot-, etc. Apparently, only direct object (T/P) can be promoted (p. 141 ‘The children taught themselves/each other/were taught’.) p. 133. Alternatively, a stative passive can be formed by a combination of converbial markers ti-..-so from transitive verbs: ex. (297a) ‘The parrot can be eaten’."
constr221-cparam8,constr221,cparam8,cparam8-c4,,terrill-2003[362],only T,p. 362. There is no passive. Instead there is a detransitivization by means of the intransive suffix –a. It is restricted to transitives (with intransitives the meaning is rather intensive). p. 364 Another is an “impersonal” construction which (exceptionally) lacks object agreement with ditransitive verbs. Generally it seems to be a sort of astative passive or anticausative. In both case only objects are ‘passivized’ 9no ditransitive examples are given though).
constr46-cparam9,constr46,cparam9,cparam9-c1,ex785,ch05guillaume2008,T or R,"Guillaume states that the reflexive/reciprocal prefix ka- can express coreference (with the A) of the P, the T and the R. However, he only gives examples of coreference with the P and the T. (For the R, he only gives a reciprocal example.)"
constr47-cparam9,constr47,cparam9,cparam9-c1,ex786,ch001kimenyi1980,T or R,Either T or R can appear as reflexive prefix (but can both simultaneously? examples only for R) (p. 66).
constr49-cparam9,constr49,cparam9,cparam9-c4,ex788,rude-1997,only T,p. 335: by a verbal reflexive prefix pina/pama- (sg/pl). In Allative construction only T reflexivized:
constr50-cparam9,constr50,cparam9,cparam9-c3,ex766,rude-1997[335],only R,by a verbal reflexive prefix pina/pama- (sg/pl). In Double O construction only R reflexivized:
constr62-cparam9,constr62,cparam9,cparam9-c3,ex792,ch001everettkern1997[190],only R,Reflexives by verbal reflexive agreement (reflexive VIC). It may apply to either P or R; cf. (329) and (330b)
constr70-cparam9,constr70,cparam9,cparam9-c2,ex793,lehmann-1993[185],neither R nor T,"Only subjects can bind reflexive pronouns. A DO cannot bind an IO, and an IO cannot bind a DO either."
constr93-cparam9,constr93,cparam9,cparam9-c3,ex798,,only R,"Aissen 1987: p. 113 Also R primacy in ditransitive reflexives. In a ditransitive reflexive clause, A can bind R not P. Note that ex. ((29) below cannot mean ‘He gave himself to the police’ (Aissen 1987: p. 113)."
constr105-cparam9,constr105,cparam9,cparam9-c1,ex801,,T or R,"[Why is there room for just one example here, but for two under reciprocals]"
constr129-cparam9,constr129,cparam9,cparam9-c5,ex803,wali-koul-1997[125],see description,"Pronominal reflexive pa:n ‘self”(in various case forms), normally with a subject antecedent. In some cases also possible with an object antecedent: see (15a) below for R binding into PP. (However, subject binding is also possible in this case)."
constr133-cparam9,constr133,cparam9,cparam9-c2,,,neither R nor T,"p. 233; Some 3-place verbs allow for reflexives with the reflexive pronoun tukia ‘self’ (ex. (357e) ‘rubbed myself’), but GIVE verbs don’t (*give oneself); see 228; and the table on p. 230."
